,x,y,z,num_sites,mollusc_cereum_bullet,mollusc_flavum_bullet,mollusc_lividum_bullet,mollusc_rubeum_bullet,mollusc_viride_bullet,mollusc_albulus_bell,lagrange_cloud_caeruleum,lagrange_cloud_croceum,lagrange_cloud_luteolum,lagrange_cloud_proto,lagrange_cloud_roseum,lagrange_cloud_rubicundum,lagrange_cloud_viride,ice_crystal_albidum,ice_crystal_flavum,ice_crystal_lindigoticum,ice_crystal_prasinum,ice_crystal_purpureum,ice_crystal_roseum,ice_crystal_rubeum,metallic_crystal_albidum,metallic_crystal_flavum,metallic_crystal_lindigoticum,metallic_crystal_prasinum,metallic_crystal_purpureum,metallic_crystal_roseum,metallic_crystal_rubeum,silicate_crystal_albidum,silicate_crystal_flavum,silicate_crystal_lindigoticum,silicate_crystal_prasinum,silicate_crystal_purpureum,silicate_crystal_roseum,silicate_crystal_rubeum,silicate_crystal_solid spheres,solid_mineral_solid spheres,added_by,mollusc,lagrange_cloud,ice_crystal,metallic_crystal,silicate_crystal,solid_mineral
THAILUAE DH-Y C3-1,14697.0,-163.66,4226.84,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
THAILUAE DL-B C2-1,14857.9375,-262.71875,4135.65625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Malzerina,,,,,,
THAILUAE DL-E B3-0,14838.75,-283.71875,4120.25,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE DR-C B4-0,14764.25,-279.5625,4146.5625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE DU-I B0,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Sterry Lezal,,,"Crystal Albidum, Crystal Prasinum",,,
THAILUAE DX-H B2-0,14757.4375,-105.0,4097.4375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE EB-B C2-0,14738.53125,-343.6875,4135.75,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE EB-B C2-1,14760.5625,-343.28125,4141.625,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mad Dodgers,,,,,,
THAILUAE EC-B B5-0,14737.5625,-264.03125,4156.9375,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE EG-E B3-0,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE EN-Y B6-0,-1.0,-1.0,-1.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nick Nicholson,Viride Bullet,,"Crystal Albidum, Crystal Prasinum",,,
THAILUAE EQ-F B2-0,14817.4375,-330.09375,4107.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,"Crystal Flavum, Crystal Lindigoticum",,,
THAILUAE ER-C B4-0,14776.6875,-281.125,4138.875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE FB-B C2-1,14790.65625,-323.5625,4151.71875,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lukhinka,Rubeum Bullet,,"Crystal Lindigoticum, Crystal Purpureum",,,
THAILUAE FH-K B0,14720.28125,-222.78125,4057.28125,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Malzerina,,,,,,
THAILUAE FR-C B4-0,14803.03125,-267.09375,4138.875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE FW-C D17,14771.94,-94.31,4094.91,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
THAILUAE GA-H B1-0,14855.84375,-381.40625,4080.3125,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE GB-E B3-0,-1.0,-1.0,-1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE GB-B C2-0,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE GB-U B8-0,14976.0,-259.0625,4239.09375,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mad Dodgers,"Lividum Bullet, Viride Bullet",,"Crystal Purpureum, Crystal Rubeum",,,
THAILUAE GM-C B4-0,14779.5,-286.59375,4137.0625,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lukhinka,Lividum Bullet,,"Crystal Lindigoticum, Crystal Rubeum",,,
THAILUAE GM-Z C2-1,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE GN-I B1-0,14660.75,-224.97,4079.56,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Viride Bullet,,"Crystal Albidum, Crystal Flavum",,,
THAILUAE GN-J B9,-1.0,-1.0,-1.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,OUT,Lividum Bullet,,"Crystal Albidum, Crystal Lindigoticum",,,
THAILUAE GW-C B4-0,14870.34375,-260.90625,4154.15625,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Malzerina,Viride Bullet,,"Crystal Lindigoticum, Crystal Prasinum, Crystal Rubeum",,Crystal Purpureum,
THAILUAE GW-K B0,14856.21875,-163.71875,4059.78125,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE GY-W B7-0,-1.0,-1.0,-1.0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nick Nicholson,Viride Bullet,,"Crystal Lindigoticum, Crystal Roseum",,,
THAILUAE HI-I B1-0,14639.40625,-242.1875,4080.125,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,Viride Bullet,,Crystal Roseum,,,
THAILUAE HM-C D8,14631.81,-209.28,4082.28,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,ADM INFWHALE,"Cereum Bullet, Rubeum Bullet",,,"Crystal Flavum, Crystal Prasinum, Crystal Purpureum",Crystal Prasinum,
THAILUAE HZ-U B8-0,14679.71875,-150.6875,4237.53125,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
THAILUAE IB-E B3-0,14860.3125,-319.34375,4115.65625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE IC-J B1-0,-1.0,-1.0,-1.0,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Nick Nicholson,Cereum Bullet,,"Crystal Flavum, Crystal Purpureum",Crystal Purpureum,,
THAILUAE II-I B1-0,14656.5,-228.91,4080.59,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Cereum Bullet,,,"Crystal Prasinum, Crystal Rubeum",,
THAILUAE IH-C B4-0,14787.28125,-318.1875,4137.1875,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lukhinka,Viride Bullet,,"Crystal Flavum, Crystal Purpureum, Crystal Roseum, Crystal Rubeum",,,
THAILUAE IM-C D2,14682.5625,-238.46875,4109.28125,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,Rubeum Bullet,,,"Crystal Flavum, Crystal Purpureum",,
THAILUAE IM-C D3,14683.09375,-234.78125,4115.65625,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,Cereum Bullet,,,"Crystal Flavum, Crystal Prasinum",,
THAILUAE IM-C D4,14667.90625,-246.46875,4103.25,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,Raf von Thorn,Rubeum Bullet,,,,"Crystal Albidum, Crystal Purpureum",
THAILUAE IM-C D7,14677.5625,-257.96875,4114.71875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE IM-Z C2-2,-1.0,-1.0,-1.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE IR-C D0,-1.0,-1.0,-1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE IR-C D14,-1.0,-1.0,-1.0,2,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Nick Nicholson,"Cereum Bullet, Lividum Bullet",,Crystal Rubeum,"Crystal Flavum, Crystal Purpureum",,
THAILUAE IR-C B4-0,14860.625,-279.65625,4140.4375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE IW-A C2-0,14815.5625,-381.1875,4140.8125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE IW-D B3-0,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE JM-C D1,14735.75,-256.21875,4072.0625,3,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,SASSYNATE,"Cereum Bullet, Lividum Bullet",Cloud Proto,"Crystal Roseum, Crystal Rubeum","Crystal Prasinum, Crystal Purpureum, Crystal Rubeum",,
THAILUAE JM-C D5,14809.9375,-241.875,4098.59375,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Malzerina,,,,,,
THAILUAE JM-C D7,14806.31,-187.59,4079.84,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Rubeum Bullet,,"Crystal Albidum, Crystal Purpureum",,,
THAILUAE JM-C D10,14771.81,-255.31,4103.22,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,,,,,,
THAILUAE JR-T B8-0,14958.40625,-298.9375,4248.40625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Malzerina,,,,,,
THAILUAE JS-A B5-0,-1.0,-1.0,-1.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE KD-P B11-0,14896.0625,-219.875,4298.625,3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Mad Dodgers,"Cereum Bullet, Lividum Bullet",,"Crystal Prasinum, Crystal Roseum, Crystal Rubeum",Crystal Prasinum,,
THAILUAE KE-V B8-0,-1.0,-1.0,-1.0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Nick Nicholson,Lividum Bullet,,"Crystal Albidum, Crystal Flavum, Crystal Purpureum, Crystal Rubeum",,,
THAILUAE KH-C D3,14681.40625,-277.375,4109.46875,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE KH-C D5,14729.8125,-320.59375,4125.3125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE KH-C D6,14718.90625,-333.09375,4120.5,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,OUT,Cereum Bullet,,,"Crystal Prasinum, Crystal Purpureum",,
THAILUAE KH-C D10,14724.5,-333.4375,4068.75,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE KI-J B0,14616.28125,-322.125,4058.46875,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,OUT,Lividum Bullet,,"Crystal Albidum, Crystal Lindigoticum, Crystal Purpureum, Crystal Roseum",,,
THAILUAE KR-C D11,-1.0,-1.0,-1.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Apteryx0,Viride Bullet,,Crystal Flavum,,,
THAILUAE KR-Z C2-0,14980.75,-261.1875,4178.125,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Mad Dodgers,Cereum Bullet,,"Crystal Flavum, Crystal Lindigoticum","Crystal Flavum, Crystal Rubeum",,
THAILUAE KS-I B1-0,14780.4375,-200.5625,4077.375,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Raf von Thorn,Lividum Bullet,,Crystal Prasinum,,Crystal Purpureum,
THAILUAE KS-J B0,14695.0625,-273.3125,4065.03125,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,SASSYNATE,,,,,,
THAILUAE KS-Q B10-0,14937.625,-239.09375,4277.875,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mad Dodgers,Lividum Bullet,,Crystal Rubeum,,,
THAILUAE KX-A B5-0,14818.9375,-279.59375,4159.65625,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE LC-B D1-0,14899.875,-103.125,4147.78125,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Raf von Thorn,Rubeum Bullet,,Crystal Roseum,"Crystal Flavum, Crystal Purpureum, Crystal Rubeum",,
THAILUAE LD-Z B5-0,-1.0,-1.0,-1.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE LH-C D2,14804.71875,-344.46875,4102.125,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE LH-C D3,14785.15625,-280.90625,4095.625,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,Malzerina,Rubeum Bullet,,,"Crystal Flavum, Crystal Prasinum, Crystal Purpureum",,
THAILUAE LH-K B0,-1.0,-1.0,-1.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE LH-Z C2-0,14856.21875,-341.78125,4178.21875,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE LN-W C4-2,14867.28125,-168.78125,4280.71875,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Mad Dodgers,Lividum Bullet,,"Crystal Lindigoticum, Crystal Prasinum, Crystal Rubeum",Crystal Flavum,Crystal Flavum,
THAILUAE LS-A D1-2,14637.65625,-201.03125,4137.21875,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE LX-A D1-6,-1.0,-1.0,-1.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,Nick Nicholson,Rubeum Bullet,,,Crystal Prasinum,Crystal Albidum,
THAILUAE LX-I B1-0,14835.25,-179.90625,4085.71875,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,TON618,,,,,,
THAILUAE LX-J B0,14757.09375,-264.59375,4066.125,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Lividum Bullet,,"Crystal Prasinum, Crystal Purpureum",,,
THAILUAE MC-C B4-0,14821.5,-327.96875,4143.28125,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lukhinka,Cereum Bullet,,Crystal Roseum,,,
THAILUAE MC-C D6,14695.90625,-380.15625,4066.78125,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Raf von Thorn,Lividum Bullet,,,"Crystal Purpureum, Crystal Rubeum",,
THAILUAE MC-C D7,14706.90625,-391.46875,4069.40625,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE MC-C D8,14695.78125,-390.65625,4075.65625,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,OUT,Rubeum Bullet,,,Crystal Prasinum,,Mineral Solid spheres
THAILUAE MD-F C1,14611.81,-213.97,4060.69,3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,ADM INFWHALE,"Cereum Bullet, Lividum Bullet",,Crystal Rubeum,"Crystal Prasinum, Crystal Purpureum","Crystal Albidum, Crystal Lindigoticum",
THAILUAE ME-R A4-1,15219.03125,-31.84375,4103.65625,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,OUT,Rubeum Bullet,,"Crystal Albidum, Crystal Rubeum",,,
THAILUAE MH-K B0,14859.6875,-223.84375,4055.53125,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE MI-I B1-0,14735.63,-241.09,4075.28,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,ADM INFWHALE,Lividum Bullet,,"Crystal Albidum, Crystal Lindigoticum, Crystal Prasinum",,,
THAILUAE MM-Z C2-1,15003.625,-284.0,4179.0625,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Mad Dodgers,Lividum Bullet,,"Crystal Albidum, Crystal Flavum, Crystal Prasinum, Crystal Roseum",Crystal Purpureum,,
THAILUAE MM-Z C2-2,15003.65625,-280.40625,4180.6875,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Mad Dodgers,Lividum Bullet,,"Crystal Flavum, Crystal Lindigoticum",,,
THAILUAE MS-A D1-10,14718.75,-251.1875,4147.40625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE MX-A D1-10,14890.3125,-119.9375,4162.09375,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Raf von Thorn,Cereum Bullet,,,Crystal Rubeum,,
THAILUAE NC-C D0,14747.78125,-411.71875,4069.5625,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Toile Rewyd,,,,,,
THAILUAE NC-C D3,14743.875,-422.03125,4072.375,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Toile Rewyd,,,,,,
THAILUAE NC-C D4,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,False,Sterry Lezal,,,,"Crystal Flavum, Crystal Prasinum, Crystal Purpureum, Crystal Rubeum",,
THAILUAE NC-C D5,14744.75,-390.84375,4117.0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,Shakn__Bakn,Cereum Bullet,Cloud Proto,,Crystal Rubeum,Crystal Lindigoticum,
THAILUAE ND-F C1,14620.84375,-224.09375,4056.84375,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,OUT,"Lividum Bullet, Viride Bullet",,"Crystal Flavum, Crystal Lindigoticum, Crystal Prasinum",,,
THAILUAE ND-I B1-0,14727.78125,-263.25,4085.46875,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,Lividum Bullet,,"Crystal Flavum, Crystal Purpureum",,,
THAILUAE NI-I B1-0,14755.53,-240.09,4078.16,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,ADM INFWHALE,Lividum Bullet,,Crystal Prasinum,,,Mineral Solid spheres
THAILUAE NN-A B5-0,14798.28125,-322.4375,4158.78125,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Lukhinka,Lividum Bullet,,"Crystal Albidum, Crystal Prasinum, Crystal Rubeum",,,
THAILUAE NO-G B2-0,14688.03125,-236.9375,4113.71875,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,Raf von Thorn,Viride Bullet,,,Crystal Purpureum,Crystal Flavum,
THAILUAE NS-A D1-0,-1.0,-1.0,-1.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
THAILUAE NS-A D1-4,14741.9375,-238.125,4150.34375,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Raf von Thorn,,,,,,
